,animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
444,A782816,Prudence,2018-10-21 18:33:00,2018-10-21T18:33:00.000,2014-03-21T00:00:00.000,Transfer,Dog,Intact Female,4 years,Boxer Mix,Brown/White,Partner
445,A680131,Beaux,2014-05-30 14:32:00,2014-05-30T14:32:00.000,2010-05-30T00:00:00.000,Return to Owner,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black,
446,A765867,,2018-01-29 09:45:00,2018-01-29T09:45:00.000,2016-01-28T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat Mix,Black,Rabies Risk
447,A756321,*Cardamom,2017-08-25 16:54:00,2017-08-25T16:54:00.000,2014-08-17T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Labrador Retriever Mix,Brown,
448,A738283,Arwen,2016-11-20 19:12:00,2016-11-20T19:12:00.000,2015-11-12T00:00:00.000,Return to Owner,Dog,Spayed Female,1 year,Pit Bull Mix,Black Brindle/White,
449,A748827,,2017-05-08 09:29:00,2017-05-08T09:29:00.000,2017-05-01T00:00:00.000,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby/White,Partner
450,A691180,*Samson,2014-11-09 14:36:00,2014-11-09T14:36:00.000,2010-10-31T00:00:00.000,Transfer,Dog,Intact Male,4 years,Pit Bull Mix,Black/White,Partner
451,A702260,Bella,2015-05-12 17:51:00,2015-05-12T17:51:00.000,2011-05-11T00:00:00.000,Transfer,Other,Intact Female,4 years,Guinea Pig Mix,Brown/Orange,Partner
452,A707152,,2015-07-09 13:26:00,2015-07-09T13:26:00.000,2014-07-08T00:00:00.000,Transfer,Other,Unknown,1 year,Rabbit Sh Mix,Black,Partner
453,A685214,Truffles,2014-08-26 17:22:00,2014-08-26T17:22:00.000,2014-06-27T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Calico,
454,A664941,Tequila,2017-05-29 16:04:00,2017-05-29T16:04:00.000,2009-10-11T00:00:00.000,Adoption,Dog,Spayed Female,7 years,Pit Bull Mix,Red/White,
455,A785924,*Peaches,2019-01-29 12:06:00,2019-01-29T12:06:00.000,2017-12-12T00:00:00.000,Transfer,Dog,Intact Female,1 year,Pit Bull Mix,Fawn/White,Partner
456,A678968,,2014-05-14 17:11:00,2014-05-14T17:11:00.000,2014-05-05T00:00:00.000,Transfer,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black,Partner
457,A745937,,2017-03-26 17:37:00,2017-03-26T17:37:00.000,2015-03-26T00:00:00.000,Died,Dog,Intact Female,2 years,Miniature Poodle Mix,White,In Kennel
458,A755439,*Jasper,2017-09-15 15:14:00,2017-09-15T15:14:00.000,2017-07-21T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,Foster
459,A883137,132 Grams,2023-06-13 16:49:00,2023-06-13T16:49:00.000,2023-06-06T00:00:00.000,Transfer,Cat,Intact Male,1 week,Domestic Shorthair,Orange Tabby,Partner
460,A793848,Deanna,2019-05-02 18:02:00,2019-05-02T18:02:00.000,2017-05-01T00:00:00.000,Return to Owner,Dog,Intact Female,2 years,Chow Chow Mix,Brown,
461,A777109,Bacon,2018-08-18 09:19:00,2018-08-18T09:19:00.000,2017-06-23T00:00:00.000,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby,
462,A707788,*Max,2015-08-23 16:29:00,2015-08-23T16:29:00.000,2014-11-21T00:00:00.000,Adoption,Dog,Neutered Male,9 months,Labrador Retriever Mix,Red/White,
463,A738454,,2016-11-15 14:33:00,2016-11-15T14:33:00.000,2014-11-15T00:00:00.000,Euthanasia,Other,Unknown,2 years,Raccoon Mix,Gray/Black,Rabies Risk
464,A800873,,2019-08-06 07:58:00,2019-08-06T07:58:00.000,2019-05-28T00:00:00.000,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair,White/Brown Tabby,Partner
465,A882575,Missy,2023-06-13 16:32:00,2023-06-13T16:32:00.000,2021-06-06T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair,Brown Brindle,Foster
466,A794777,Rajah,2021-08-22 14:47:00,2021-08-22T14:47:00.000,2017-05-12T00:00:00.000,Transfer,Dog,Neutered Male,4 years,Australian Kelpie Mix,Black Brindle,Partner
467,A734403,Jorgie,2016-10-22 12:31:00,2016-10-22T12:31:00.000,2016-08-12T00:00:00.000,Adoption,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,
468,A687373,Bueller,2014-09-06 18:35:00,2014-09-06T18:35:00.000,2010-09-04T00:00:00.000,Adoption,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Brown/Black,
469,A882384,Debo,2023-06-13 16:46:00,2023-06-13T16:46:00.000,2021-06-04T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Pit Bull,Brown,Field
470,A720124,,2016-04-04 17:48:00,2016-04-04T17:48:00.000,2016-01-31T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Australian Cattle Dog,Black/White,Foster
471,A778716,Anastasia,2018-11-24 18:55:00,2018-11-24T18:55:00.000,2018-07-17T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby,
472,A785679,,2018-12-11 18:15:00,2018-12-11T18:15:00.000,2018-09-15T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Border Terrier Mix,White,
473,A700469,King,2015-04-21 17:52:00,2015-04-21T17:52:00.000,2013-04-14T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,American Staffordshire Terrier Mix,Blue/White,
474,A803559,*Lima Bean,2020-01-02 12:13:00,2020-01-02T12:13:00.000,2011-09-03T00:00:00.000,Adoption,Dog,Spayed Female,8 years,Labrador Retriever/Border Collie,Black/White,Foster
475,A740606,Gachupin,2016-12-20 15:35:00,2016-12-20T15:35:00.000,2016-04-20T00:00:00.000,Died,Dog,Intact Male,8 months,Chihuahua Shorthair Mix,Red/White,In Kennel
476,A682183,Roger Roger,2015-04-13 16:01:00,2015-04-13T16:01:00.000,2012-06-25T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,Partner
477,A678485,Money,2014-05-09 16:16:00,2014-05-09T16:16:00.000,2000-05-09T00:00:00.000,Euthanasia,Dog,Intact Male,14 years,Pit Bull Mix,Brown Brindle,Suffering
478,A697245,Toto,2015-02-20 19:10:00,2015-02-20T19:10:00.000,2012-02-20T00:00:00.000,Return to Owner,Dog,Intact Male,3 years,Miniature Poodle/Bichon Frise,White/White,
479,A742676,Gorda,2017-02-05 15:59:00,2017-02-05T15:59:00.000,2016-01-31T00:00:00.000,Return to Owner,Dog,Spayed Female,1 year,Basset Hound Mix,White/Tan,
480,A806621,*Boo,2019-10-22 15:17:00,2019-10-22T15:17:00.000,2019-07-13T00:00:00.000,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,Partner
481,A775399,Bean Sprout,2018-07-07 17:03:00,2018-07-07T17:03:00.000,2018-03-29T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,
482,A688196,Max,2014-09-16 12:20:00,2014-09-16T12:20:00.000,2005-09-16T00:00:00.000,Euthanasia,Dog,Neutered Male,9 years,Jack Russell Terrier Mix,Chocolate/White,Suffering
483,A786751,,2019-01-25 13:03:00,2019-01-25T13:03:00.000,2018-11-01T00:00:00.000,Adoption,Dog,Neutered Male,2 months,German Shepherd,White,
484,A778316,Blair,2018-08-16 11:40:00,2018-08-16T11:40:00.000,2018-06-01T00:00:00.000,Adoption,Dog,Intact Female,2 months,Australian Shepherd Mix,Tricolor/White,
485,A688334,Chiquita,2014-09-25 17:53:00,2014-09-25T17:53:00.000,2012-03-18T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Sable/Black,
486,A685023,Herbie,2014-08-04 20:02:00,2014-08-04T20:02:00.000,1999-08-01T00:00:00.000,Adoption,Dog,Intact Male,15 years,Chihuahua Shorthair Mix,Tan,
487,A882443,Anakin,2023-06-13 16:44:00,2023-06-13T16:44:00.000,2023-04-05T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,White/Black,
488,A796408,*Elmer,2019-06-08 16:37:00,2019-06-08T16:37:00.000,2019-04-22T00:00:00.000,Died,Cat,Intact Male,1 month,Domestic Shorthair,Blue,In Kennel
489,A840151,Cara,2021-08-25 17:02:00,2021-08-25T17:02:00.000,2019-08-03T00:00:00.000,Return to Owner,Dog,Spayed Female,2 years,Labrador Retriever Mix,Brown/Black,
490,A803247,*Moxie,2019-09-02 17:12:00,2019-09-02T17:12:00.000,2010-08-29T00:00:00.000,Transfer,Dog,Intact Female,9 years,Chihuahua Shorthair,Black/White,Partner
491,A778694,,2018-08-19 11:06:00,2018-08-19T11:06:00.000,2018-08-12T00:00:00.000,Transfer,Cat,Intact Female,1 week,Domestic Shorthair Mix,Calico,Partner
492,A698681,,2015-03-20 17:24:00,2015-03-20T17:24:00.000,2014-10-16T00:00:00.000,Adoption,Dog,Neutered Male,5 months,Border Terrier Mix,Gray/White,
493,A724744,,2016-04-23 08:45:00,2016-04-23T08:45:00.000,2010-04-21T00:00:00.000,Euthanasia,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Orange/White,Rabies Risk
494,A882226,Honey,2023-06-13 16:13:00,2023-06-13T16:13:00.000,2022-06-02T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,White,
495,A735996,,2016-10-02 17:37:00,2016-10-02T17:37:00.000,2016-09-26T00:00:00.000,Transfer,Cat,Unknown,6 days,Domestic Medium Hair Mix,Black/White,Partner
496,A717665,Rocky,2019-07-03 08:31:00,2019-07-03T08:31:00.000,2007-12-12T00:00:00.000,Adoption,Dog,Neutered Male,11 years,Boxer/Chinese Sharpei,Brown Brindle/Black,Foster
497,A474506,Amaya,2021-06-29 08:26:00,2021-06-29T08:26:00.000,2006-06-07T00:00:00.000,Adoption,Dog,Spayed Female,15 years,Pit Bull/German Shepherd,Tan,Foster
498,A722917,*Brook,2016-09-30 12:51:00,2016-09-30T12:51:00.000,2014-03-24T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White,Foster
499,A756122,,2017-08-18 19:21:00,2017-08-18T19:21:00.000,2016-08-14T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Dachshund Mix,Brown Tiger/Brown,
500,A738584,*Lydia,2016-12-04 17:10:00,2016-12-04T17:10:00.000,2016-05-17T00:00:00.000,Adoption,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White,
501,A713610,Poppi,2015-10-16 00:00:00,2015-10-16T00:00:00.000,2014-07-09T00:00:00.000,Transfer,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Black/White,Partner
502,A731663,*Onyx,2016-09-14 14:13:00,2016-09-14T14:13:00.000,2016-06-29T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,Foster
503,A701472,,2015-04-30 12:52:00,2015-04-30T12:52:00.000,2015-04-11T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Blue Tabby/White,Partner
504,A775647,*Gigi,2018-09-11 13:03:00,2018-09-11T13:03:00.000,2018-07-02T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Cairn Terrier Mix,Tan,Foster
505,A723585,*Pee Wee,2016-09-30 13:16:00,2016-09-30T13:16:00.000,2016-02-19T00:00:00.000,Adoption,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black,Foster
506,A648168,Rusty,2016-02-04 15:00:00,2016-02-04T15:00:00.000,2006-03-23T00:00:00.000,Adoption,Dog,Neutered Male,9 years,Chihuahua Shorthair Mix,Tan,Foster
507,A883135,124 Grams,2023-06-13 16:48:00,2023-06-13T16:48:00.000,2023-06-06T00:00:00.000,Transfer,Cat,Intact Male,1 week,Domestic Shorthair,Brown Tabby,Partner
508,A701643,*Chip,2015-09-28 15:03:00,2015-09-28T15:03:00.000,2015-03-04T00:00:00.000,Transfer,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby,Partner
509,A713974,,2015-10-16 12:42:00,2015-10-16T12:42:00.000,2015-10-01T00:00:00.000,Transfer,Cat,Unknown,2 weeks,Domestic Medium Hair Mix,Black,Partner
510,A691198,Peach,2014-11-23 15:19:00,2014-11-23T15:19:00.000,2014-01-31T00:00:00.000,Adoption,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black/White,
511,A747831,Buford,2018-01-25 18:24:00,2018-01-25T18:24:00.000,2009-04-25T00:00:00.000,Return to Owner,Dog,Intact Male,8 years,Labrador Retriever Mix,Chocolate,
512,A679572,*Beau,2014-06-19 18:13:00,2014-06-19T18:13:00.000,2014-04-23T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Brown Tabby,Foster
513,A756068,Fluffy,2019-04-14 13:20:00,2019-04-14T13:20:00.000,2017-03-28T00:00:00.000,Return to Owner,Dog,Spayed Female,2 years,Great Pyrenees,White/White,
514,A729694,,2016-07-09 12:35:00,2016-07-09T12:35:00.000,2016-04-03T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie,Foster
515,A671534,Stella,2014-03-31 18:14:00,2014-03-31T18:14:00.000,2013-01-26T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Snowshoe,Seal Point/White,
516,A754166,Logan,2017-08-05 16:51:00,2017-08-05T16:51:00.000,2015-07-16T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Labrador Retriever Mix,Chocolate/White,
517,A731866,,2016-08-01 17:34:00,2016-08-01T17:34:00.000,2015-10-28T00:00:00.000,Adoption,Dog,Neutered Male,9 months,German Shepherd Mix,Black/Tan,
518,A784959,Uzi,2018-11-24 17:44:00,2018-11-24T17:44:00.000,2017-11-23T00:00:00.000,Return to Owner,Dog,Intact Male,1 year,German Shepherd Mix,Sable/Black,
519,A689215,*Shiela,2014-10-08 16:00:00,2014-10-08T16:00:00.000,2014-04-15T00:00:00.000,Transfer,Dog,Intact Female,5 months,Australian Cattle Dog Mix,Red/White,Partner
520,A701359,,2015-05-04 15:32:00,2015-05-04T15:32:00.000,2015-04-28T00:00:00.000,Transfer,Dog,Unknown,6 days,English Bulldog Mix,Blue/White,Partner
521,A681352,*Charlotte,2014-07-12 19:46:00,2014-07-12T19:46:00.000,2014-04-30T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,Foster
522,A669986,Kimmie,2014-02-24 10:22:00,2014-02-24T10:22:00.000,2000-12-31T00:00:00.000,Died,Cat,Spayed Female,13 years,Domestic Medium Hair Mix,Brown Tabby,Enroute
523,A598005,Paulie,2016-11-18 12:22:00,2016-11-18T12:22:00.000,2011-01-18T00:00:00.000,Return to Owner,Dog,Neutered Male,5 years,Pug/Chihuahua Shorthair,White/Brown Brindle,
524,A731189,,2016-07-19 11:52:00,2016-07-19T11:52:00.000,2016-07-06T00:00:00.000,Transfer,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby/Black,Partner
525,A676763,,2014-04-14 19:09:00,2014-04-14T19:09:00.000,2012-04-14T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat Mix,Brown,Rabies Risk
526,A750915,Ripley,2017-06-30 14:48:00,2017-06-30T14:48:00.000,2015-06-02T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Bullmastiff Mix,Brown Brindle,
527,A742298,Lando,2017-02-13 17:05:00,2017-02-13T17:05:00.000,2015-01-19T00:00:00.000,Adoption,Dog,Neutered Male,2 years,German Shepherd Mix,Brown,
528,A705868,Izzy,2015-07-24 13:55:00,2015-07-24T13:55:00.000,2014-12-31T00:00:00.000,Adoption,Dog,Neutered Male,6 months,Golden Retriever Mix,Red,Foster
529,A710363,*Wilma,2015-08-30 18:06:00,2015-08-30T18:06:00.000,2015-04-22T00:00:00.000,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Calico,
530,A569198,Bevo,2017-02-21 16:24:00,2017-02-21T16:24:00.000,2006-03-23T00:00:00.000,Transfer,Dog,Neutered Male,10 years,Golden Retriever Mix,Buff,Partner
531,A707744,Music,2015-07-25 11:40:00,2015-07-25T11:40:00.000,2015-05-17T00:00:00.000,Transfer,Dog,Intact Female,2 months,Great Pyrenees/Labrador Retriever,White,Partner
532,A712384,*Cassiopeia,2015-10-01 11:49:00,2015-10-01T11:49:00.000,2015-08-07T00:00:00.000,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie,Partner
533,A839714,Cordelia,2021-08-22 15:59:00,2021-08-22T15:59:00.000,2018-08-12T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Jack Russell Terrier/Labrador Retriever,Black,
534,A817585,,2020-07-25 10:19:00,2020-07-25T10:19:00.000,2020-04-13T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Orange Tabby,Foster
535,A796788,Coco,2019-06-06 18:26:00,2019-06-06T18:26:00.000,2019-01-05T00:00:00.000,Return to Owner,Dog,Intact Female,4 months,Treeing Walker Coonhound/Great Dane,White/Brown Brindle,
536,A881428,Severus,2023-06-13 16:02:00,2023-06-13T16:02:00.000,2023-03-22T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White,Foster
537,A800666,*Odin,2019-08-04 13:56:00,2019-08-04T13:56:00.000,2019-06-15T00:00:00.000,Transfer,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby/White,Partner
538,A671195,Cell,2014-01-23 11:42:00,2014-01-23T11:42:00.000,2011-01-20T00:00:00.000,Return to Owner,Dog,Intact Male,3 years,Pit Bull Mix,Brown/White,
539,A815121,*Brian,2021-08-13 18:05:00,2021-08-13T18:05:00.000,2018-03-11T00:00:00.000,Adoption,Dog,Neutered Male,3 years,Pit Bull,White,Foster
540,A669506,Buddy,2014-04-03 19:07:00,2014-04-03T19:07:00.000,2011-12-21T00:00:00.000,Transfer,Dog,Neutered Male,2 years,Beagle Mix,Tricolor,Partner
541,A786029,Mia,2019-04-03 14:05:00,2019-04-03T14:05:00.000,2018-09-30T00:00:00.000,Adoption,Dog,Intact Female,6 months,Labrador Retriever/Great Pyrenees,White/Tan,Foster
542,A722596,Navy,2016-03-19 17:43:00,2016-03-19T17:43:00.000,2014-03-19T00:00:00.000,Return to Owner,Dog,Intact Female,2 years,Staffordshire Mix,Blue/White,
543,A781349,,2018-10-01 17:24:00,2018-10-01T17:24:00.000,2018-07-27T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby,
544,A666819,Stripe,2013-12-22 12:58:00,2013-12-22T12:58:00.000,2013-09-07T00:00:00.000,Transfer,Cat,Neutered Male,3 months,Siamese/Domestic Shorthair,Black,Partner
545,A807718,Baby,2019-11-03 16:25:00,2019-11-03T16:25:00.000,2018-10-28T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan,
546,A789417,,2019-02-27 12:28:00,2019-02-27T12:28:00.000,2018-04-21T00:00:00.000,Transfer,Dog,Intact Male,10 months,Labrador Retriever Mix,Tan/White,Partner
547,A840667,*Dylan,2021-08-31 15:55:00,2021-08-31T15:55:00.000,2021-06-11T00:00:00.000,Transfer,Dog,Intact Male,2 months,Rottweiler,Black/Brown,Partner
548,A683440,,2014-07-12 15:46:00,2014-07-12T15:46:00.000,2014-05-21T00:00:00.000,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie/White,Partner
549,A883136,98 Grams,2023-06-13 16:49:00,2023-06-13T16:49:00.000,2023-06-06T00:00:00.000,Transfer,Cat,Intact Male,1 week,Domestic Shorthair,Orange Tabby,Partner
550,A801453,*Creampuff,2019-08-11 15:27:00,2019-08-11T15:27:00.000,2019-07-13T00:00:00.000,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby/White,Partner
551,A776458,Lilly,2018-08-08 12:46:00,2018-08-08T12:46:00.000,2017-11-14T00:00:00.000,Adoption,Dog,Spayed Female,8 months,Pit Bull Mix,Tan,Foster
552,A649122,Llama,2017-07-13 17:32:00,2017-07-13T17:32:00.000,2008-03-10T00:00:00.000,Adoption,Dog,Neutered Male,9 years,Tibetan Spaniel Mix,Red,
553,A817478,,2020-05-17 09:40:00,2020-05-17T09:40:00.000,2018-05-16T00:00:00.000,Euthanasia,Other,Unknown,2 years,Bat,Brown/Brown,Rabies Risk
554,A701917,Zena,2015-05-06 17:39:00,2015-05-06T17:39:00.000,2013-05-06T00:00:00.000,Return to Owner,Dog,Spayed Female,2 years,Australian Shepherd Mix,Black/Tan,
555,A881458,Chanel,2023-06-13 16:52:00,2023-06-13T16:52:00.000,2023-03-12T00:00:00.000,Adoption,Dog,Spayed Female,3 months,Labrador Retriever/Catahoula,Black,Foster
556,A684115,*Snowcream,2014-08-11 15:17:00,2014-08-11T15:17:00.000,2011-07-19T00:00:00.000,Transfer,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Cream Tabby/White,Partner
557,A880170,*Pikachu,2023-09-16 13:45:00,2023-09-16T13:45:00.000,2023-04-11T00:00:00.000,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair,White/Black,Foster
558,A733559,*Guacamole,2016-10-02 17:46:00,2016-10-02T17:46:00.000,2016-07-24T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,
559,A710402,Nevaeh,2020-01-05 13:52:00,2020-01-05T13:52:00.000,2015-07-22T00:00:00.000,Transfer,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Calico,Partner
560,A673646,*Monte,2014-03-06 17:04:00,2014-03-06T17:04:00.000,2013-09-27T00:00:00.000,Adoption,Dog,Neutered Male,5 months,Catahoula Mix,Yellow Brindle,
561,A685944,*Gilley,2014-08-18 18:36:00,2014-08-18T18:36:00.000,2014-04-14T00:00:00.000,Adoption,Dog,Neutered Male,4 months,American Bulldog Mix,White/Brown,
562,A768149,Dixie,2018-07-27 12:25:00,2018-07-27T12:25:00.000,2017-03-13T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Dachshund Mix,Black,
563,A832310,,2021-04-16 11:03:00,2021-04-16T11:03:00.000,2019-11-11T00:00:00.000,Adoption,Dog,Neutered Male,1 year,German Shepherd/Siberian Husky,Black/Tan,
564,A701174,,2015-04-24 18:52:00,2015-04-24T18:52:00.000,2015-04-22T00:00:00.000,Transfer,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby/White,Partner
565,A774277,*Minnie,2018-07-13 12:58:00,2018-07-13T12:58:00.000,2017-08-17T00:00:00.000,Transfer,Cat,Intact Female,10 months,Domestic Shorthair Mix,Black/White,Partner
566,A679399,,2014-05-25 12:04:00,2014-05-25T12:04:00.000,2014-03-26T00:00:00.000,Transfer,Dog,Intact Male,1 month,German Shepherd/Cardigan Welsh Corgi,Tricolor,Partner
567,A812415,*Amelia,2020-06-09 14:47:00,2020-06-09T14:47:00.000,2019-02-22T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Labrador Retriever,Brown Brindle,Foster
568,A834028,Molly,2021-05-09 11:57:00,2021-05-09T11:57:00.000,2019-11-09T00:00:00.000,Return to Owner,Dog,Intact Female,1 year,American Staffordshire Terrier,Black/White,
569,A809217,,2019-11-26 16:15:00,2019-11-26T16:15:00.000,2019-05-21T00:00:00.000,Adoption,Dog,Spayed Female,6 months,Chihuahua Shorthair,Cream/White,
570,A797709,Bandit,2019-06-23 17:50:00,2019-06-23T17:50:00.000,2019-05-02T00:00:00.000,Adoption,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White,
571,A888812,223 Grams,2023-09-16 13:00:00,2023-09-16T13:00:00.000,2023-08-16T00:00:00.000,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby/White,Partner
572,A870443,Heidi,2022-12-15 15:43:00,2022-12-15T15:43:00.000,2010-10-31T00:00:00.000,Adoption,Dog,Spayed Female,12 years,Jack Russell Terrier/Chihuahua Shorthair,White/Black,
573,A830379,,2021-03-10 13:04:00,2021-03-10T13:04:00.000,2019-03-08T00:00:00.000,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White,Snr
574,A830653,*Topaz,2021-03-26 17:52:00,2021-03-26T17:52:00.000,2019-03-13T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Doberman Pinsch Mix,Black/Brown,
575,A817442,,2020-05-20 00:00:00,2020-05-20T00:00:00.000,2017-05-16T00:00:00.000,Disposal,Cat,Unknown,3 years,Domestic Shorthair,Black,
576,A851434,Taco Bell,2022-02-13 13:15:00,2022-02-13T13:15:00.000,2010-02-12T00:00:00.000,Transfer,Dog,Neutered Male,12 years,Chihuahua Shorthair,Fawn/Tan,Partner
577,A855554,Petey,2022-04-22 16:03:00,2022-04-22T16:03:00.000,2020-08-19T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Bloodhound Mix,Brown/Black,
578,A704276,*Chelsea,2015-06-19 13:43:00,2015-06-19T13:43:00.000,2013-06-03T00:00:00.000,Transfer,Dog,Intact Female,2 years,American Staffordshire Terrier Mix,Blue/White,Partner
579,A701993,Nugget,2015-05-07 16:11:00,2015-05-07T16:11:00.000,2014-05-07T00:00:00.000,Return to Owner,Other,Neutered Male,1 year,Ferret Mix,Black/White,
580,A753792,,2017-07-11 12:10:00,2017-07-11T12:10:00.000,2009-07-11T00:00:00.000,Euthanasia,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,White/Orange Tabby,Suffering
581,A847063,Ella,2021-11-29 16:55:00,2021-11-29T16:55:00.000,2019-11-24T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair,White/Black,
582,A694255,*Collette,2014-12-29 18:12:00,2014-12-29T18:12:00.000,2014-10-16T00:00:00.000,Return to Owner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,
583,A776871,,2018-07-27 16:15:00,2018-07-27T16:15:00.000,2018-04-26T00:00:00.000,Transfer,Dog,Spayed Female,3 months,Australian Kelpie Mix,Brown Brindle/Black,Partner
584,A825520,,2020-12-19 10:04:00,2020-12-19T10:04:00.000,2020-10-19T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Calico,Foster
585,A789814,Cookie,2019-03-03 17:15:00,2019-03-03T17:15:00.000,2017-02-28T00:00:00.000,Adoption,Dog,Spayed Female,2 years,German Shepherd/Labrador Retriever,Black,
586,A715994,Quidditch,2015-11-13 11:38:00,2015-11-13T11:38:00.000,1999-11-13T00:00:00.000,Return to Owner,Dog,Spayed Female,16 years,Chihuahua Shorthair/Dachshund,Buff,
587,A749224,,2017-05-16 18:48:00,2017-05-16T18:48:00.000,2017-02-25T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,
588,A720734,Rooster 18,2016-03-08 15:07:00,2016-03-08T15:07:00.000,2015-02-14T00:00:00.000,Adoption,Bird,Intact Male,1 year,Chicken Mix,Black/Chocolate,
589,A787936,Jackson,2019-01-23 17:29:00,2019-01-23T17:29:00.000,2013-01-01T00:00:00.000,Return to Owner,Dog,Neutered Male,6 years,Schnauzer Giant/Standard Poodle,Gray/Black,
590,A659035,Zoe,2013-10-20 15:29:00,2013-10-20T15:29:00.000,2012-11-18T00:00:00.000,Adoption,Dog,Spayed Female,11 months,Belgian Malinois Mix,Tan/White,
591,A665091,Coco,2013-10-23 11:23:00,2013-10-23T11:23:00.000,2005-10-13T00:00:00.000,Transfer,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Brown,Partner
